Item,Covered California ID,Entity Name,County / Pediatric,Source,2015 to 2016 Inclusion,Address,City,State,ZIP,Rating Region,FIPS Code,Medicare Provider Number,340B ID,Entity Type Code,OSHPD ID,CA License,CA Facility ID,NPI,Billing Organization,Billing Address 1,Billing Address,Billing City,Billing State,Billing Zip,Primary Contact Name,Primary Contact Title,Primary Contact Telephone,Primary Contact Extension,Y,X,Tract,Block
152,16037H0041,PROVIDENCE HEALTH SYSTEM SOUTHERN CALIFORNIA DBA PROVIDENCE HOLY CROSS MEDICAL CENTER,,340B & DHCS DSH,Unchanged,15031 RINALDI STREET,MISSION HILLS,CA,91345,16,037,50278,DSH050278,DSH,106190385,930000404,930000066,1477587632,,,,,,,JIWON KIM,INTERIM DIRECTOR OF PHARMACY,(818) 496-4594,,34.27900559,-118.4596403,109100,2003
153,16037H0042,PROVIDENCE HEALTH SYSTEM SOUTHERN CALIFORNIA DBA PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,,340B,Unchanged,4101 TORRANCE BLVD.,TORRANCE,CA,90503,16,037,50353,DSH050353,DSH,106190470,930000089,930000081,1902844988,,,,,,,MUNO BHOLAT,DIRECTOR OF PHARMACY,(310) 303-5722,,33.837574,-118.357994,650602,1014
154,16037H0044,PROVIDENCE TARZANA MEDICAL CENTER,,340B,Unchanged,18321 CLARK STREET,TARZANA,CA,91356,16,037,50761,DSH050761,DSH,106190517,930000097,930000091,1821250762,,,,,,,Goorgen Boghossian,Director of Pharmacy,(818) 708-5413,,34.16977348,-118.5329495,139401,1003
155,16037H0047,SILVER LAKE MEDICAL CENTER-DOWNTOWN CAMPUS,,DHCS DSH,Unchanged,1711 W TEMPLE St,LOS ANGELES,CA,90026,16,037,50763,,,106190661,930000137,630011144,,,,,,,,,,,,34.068869,-118.263777,,
156,16037H0049,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,,DHCS DSH,Unchanged,6245 DE LONGPRE Ave,HOLLYWOOD,CA,90028,16,037,50135,,,106190380,,930000064,,,,,,,,"Levy, Keith",Administrator,(323) 462-2271,,34.09618937,-118.3250298,,
160,16037H0051,ST FRANCIS MEDICAL CENTER,,340B & DHCS DSH,Unchanged,3630 E IMPERIAL HWY,LYNWOOD,CA,90262,16,037,50104,DSH050104,DSH,106190754,930000157,930000128,,,,,,,,Susan H. Yun,Director of Pharmacy,(310) 900-8651,,33.9312446,-118.2033219,540203,1000
161,16037H0053,ST. VINCENT MEDICAL CENTER,,340B,Removed,2131 W. THIRD ST.,LOS ANGELES,CA,90057,16,037,50502,DSH050502,DSH,106190762,930000161,930000104,1124004304,,,,,,,CATHY FICKES,PRESIDENT & CEO,(213) 484-7111,,34.06305309,-118.2731125,208502,2002
162,16037H0054,TEMPLE COMMUNITY HOSPITAL,,DHCS DSH,Removed,235 N HOOVER St,LOS ANGELES,CA,90004,16,037,50111,,,106190784,930000164,930000143,,,,,,,,,,,,34.07529148,-118.2835046,,
159,16037H0057,SANTA MONICA UCLA MC AND ORTHOPAEDIC HOSPITAL,County,340B DSH,Unchanged,1250 16TH STREET,SANTA MONICA,CA,90404,16,037,50112,DSH050112,DSH,106190687,930000146,930000049,1427055839,,,,,,,DIANE ZALBA,PHARMACY DIRECTOR,(310) 267-8502,,34.02761895,-118.4861352,701502,2000
158,16037H0058,RONALD REAGAN UCLA MEDICAL CENTER,County,340B DSH,Unchanged,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,16,037,50262,DSH050262,DSH,106190796,930000165,930000162,1902803315,RONALD REAGAN UCLA MEDICAL CENTER,"662 GAYLEY AVENUE, ROOM 504A",,LOS ANGELES,CA,90095,"DIANE ZALBA, PHARM.D.","DIRECTOR, PHARMACEUTICAL SERVICES",(310) 267-8500,,34.06693,-118.445093,265301,1014
163,16037H0059,USC Norris Cancer Hospital,,340B,Unchanged,1441 Eastlake Avenue,LOS ANGELES,CA,90033,16,037,50660,CAN050660-00,Cancer Hospital,106191216,,930000163,1184655417,,,,,,,Evelyn Wing,340B Manager,(323) 865-3611,,34.06240249,-118.2049788,203300,1005
164,16037H0060,Valley Presbyterian Hospital,,340B & DHCS DSH,Unchanged,15107 Vanowen Street,VAN NUYS,CA,91405,16,037,50126,DSH050126,DSH,106190812,930000170,930000129,1578529285,,,,,,,Darryl Toy PharmD,Director of Pharmacy,(818) 902-3919,,34.19391861,-118.4626719,127804,1006
165,16037H0062,WHITE MEMORIAL MEDICAL CENTER,,340B & DHCS DSH,Unchanged,1720 CESAR E CHAVEZ AVENUE,LOS ANGELES,CA,90033,16,037,50103,DSH050103,DSH,106190878,930000195,930000822,1215927470,,,,,,,Thao Nguyen,Director of Pharmacy,(323) 268-5000,1403,34.0510808,-118.2173391,203500,1010
166,17071H0001,ARROWHEAD REGIONAL MEDICAL CENTER,County,340B & DHCS DSH,Unchanged,400 N. PEPPER AVENUE,COLTON,CA,92324,17,065,50245,DSH050245,DSH,106364231,240000197,240000100,,,,,,,,"CLIFF HIROSHIGE, PHARM.D.",DIRECTOR OF PHARMACY,(909) 580-0016,,34.075463,-117.352921,3612,1024
167,17071H0004,BEAR VALLEY COMMUNITY HOSPITAL,,340B & DHCS DSH,Unchanged,41870 GARSTIN ROAD,BIG BEAR LAKE,CA,92315,17,071,50618,CAH051335-00,Critical Access Hospital,106361110,240000111,240000002,1073553756,Bear Valley Community Hospital,PO BOX 1649,,Big Bear Lake,CA,92315,Colin Campbell,Director of Pharmacy,(909) 878-8209,,34.24600766,-116.8890554,,
168,17071H0006,Colorado River Medical Center,,340B,Unchanged,1401 Bailey Avenue,NEEDLES,CA,92363,17,071,51323,CAH051323-00,Critical Access Hospital,106361458,,240000034,1457520942,,,,,,,Joy Papa,Ancillary Director,(760) 326-7164,,34.83305014,-114.6182919,10700,3008
169,17071H0007,COMMUNITY HOSPITAL OF SAN BERNARDINO,,340B & DHCS DSH,Unchanged,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,92411,17,071,50089,DSH050089,DSH,106361323,240000198,240000082,1235290818,,,,,,,PATTY WOMACK,DIRECTOR OF PHARMACY,(909) 806-1408,,34.113487,-117.322576,4302,1007
170,17071H0015,Hi-Desert Memorial Health Care District,,DHCS DSH,Unchanged,6601 White Feather Road,JOSHUA TREE,CA,92252,17,071,50279,,,106362041,240000231,240000014,1942315965,,,,,,,Bob Tyk,Chief Financial Officer/Chief Compliance Officer,(760) 366-6421,,34.131422,-116.276749,10419,2020
174,17065H0016,JOHN F. KENNEDY MEMORIAL HOSPITAL,,DHCS DSH,Unchanged,47111 MONROE St,INDIO,CA,92201,17,065,50534,,,106331216,250000155,250000017,,,,,,,,"Honts, Gary L",Administrator,(760) 347-6191,,33.70625427,-116.233871,,
171,17071H0026,LOMA LINDA UNIVERSITY MEDICAL CENTER**,Pediatric,340B & DHCS DSH,Unchanged,11234 ANDERSON ST,LOMA LINDA,CA,92354,17,071,50327,DSH050327,DSH,106361246,240000169,240000027,1841207750,,,,,,,PAUL NORRIS,EXECUTIVE DIRECTOR OF PHARMACY,(909) 558-4497,,34.04961349,-117.2611297,7303,3006
172,17071H0029,MONTCLAIR HOSPITAL MEDICAL CENTER,,DHCS DSH,Unchanged,5000 SAN BERNARDINO St,MONTCLAIR,CA,91763,17,071,50758,,,106361166,240000141,240000009,,,,,,,,"Brentano, Gregory",Administrator,(909) 625-8244,,34.07767358,-117.6962116,,
177,17071H0030,SAN BERNARDINO MOUNTAINS COMMUNITY HOSPITAL DISTRICT,,340B & DHCS DSH,Unchanged,29101 HOSPITAL ROAD,LAKE ARROWHEAD,CA,92352,17,071,51312,CAH051312-00,Critical Access Hospital,106361266,240000176,240000052,1245380799,SAN BERNARDINO MOUNTAINS COMMUNITY HOSPITAL DISTRICT,P.O. BOX 70,,LAKE ARROWHEAD,CA,92352,CHARLES HARRISON,CEO,(909) 436-3200,,34.26654826,-117.1680889,10902,5007
173,17065H0032,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,,DHCS DSH,Unchanged,3865 JACKSON St,RIVERSIDE,CA,92503,17,065,50102,,,106331293,250000186,250000044,,,,,,,,"Popkin, Steve",Administrator,(951) 688-2211,,33.92569134,-117.4400073,,
175,17065H0035,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,County,340B & DHCS DSH,Unchanged,26520 CACTUS AVENUE,MORENO VALLEY,CA,92555,17,065,50292,DSH050292,DSH,106334487,250000195,250000050,1821159195,,,,,,,"Greg Prouty, PHARM.D.",DIRECTOR OF PHARMACY,(951) 486-4529,,33.91011794,-117.1971689,48700,2004
176,17065H0038,SAN GORGONIO MEMORIAL HOSPITAL,,DHCS DSH,Unchanged,600 N HIGHLAND SPRINGS Ave,BANNING,CA,92220,17,065,50054,,,106331326,250000199,250000101,,,,,,,,"Turner, Mark",Administrator,(951) 845-1121,,33.932827,-116.946885,,
178,17071H0041,ST. BERNARDINE MEDICAL CENTER,,340B,Unchanged,2101 N. WATERMAN AVENUE,SAN BERNARDINO,CA,92404,17,071,50129,DSH050129,DSH,106361339,240000206,240000103,,,,,,,,MAGGIE TON,DIRECTOR OF PHARMACY,(909) 881-4473,,34.134056,-117.278776,6301,1006
179,17071H0042,ST. MARY MEDICAL CENTER,,340B,Unchanged,18300 US HIGHWAY 18,APPLE VALLEY,CA,92307,17,071,50300,DSH050300,DSH,106361343,240000207,240000104,1669456299,St. Mary Medical Center,PO Box 31001 1946,,Pasadena,CA,91111,Tracey Fernandez,VP /CFO,(760) 242-2311,8727,34.49623,-117.149542,9712,2000
180,17071H0044,VICTOR VALLEY COMMUNITY HOSPITAL,,DHCS DSH,Unchanged,15248 11th St,VICTORVILLE,CA,92395,17,071,50517,,,106361370,240000218,240000054,,,,,,,,,,,,34.52785382,-117.2925095,,
181,18059H0004,CHAPMAN MEDICAL CENTER,,DHCS DSH,Removed,2601 E CHAPMAN Ave,ORANGE,CA,92869,18,059,50745,,,106301140,060000097,060000006,,,,,,,,"Kreitz, Donald K",Administrator,(714) 633-0011,,33.787802,-117.824593,,
182,18059H0006,Children's Hospital of Orange County,Pediatric,340B & DHCS DSH,Unchanged,"1201 W, La Veta Avenue",ORANGE,CA,92868,18,059,53304,PED053304-00,Childrens Hospital,106300032,060000011,060000007,,Children's Hospital of Orange County,PO B0x 5700,,Orange,CA,92868,Grace Magedman,Director of Pharmacy Operations,(714) 509-4332,,33.780323,-117.8659742,76000,2008
183,18059H0007,COASTAL COMMUNITIES HOSPITAL,,DHCS DSH,Unchanged,2701 S BRISTOL St,SANTA ANA,CA,92704,18,059,50747,,,106301258,060000143,060000021,,,,,,,,"Tharasri, Luke",Administrator,(714) 754-5454,,33.7111912,-117.8854061,,
184,18059H0008,COLLEGE HOSPITAL COSTA MESA,,DHCS DSH,Unchanged,301 VICTORIA St,COSTA MESA,CA,92627,18,059,50543,,,106301155,060000100,060000008,,,,,,,,"Taylor, Susan",Administrator,(949) 642-2734,,33.65262152,-117.9121176,,
185,18059H0010,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,,DHCS DSH,Unchanged,17100 EUCLID St,FOUNTAIN VALLEY,CA,92708,18,059,50570,,,106301175,060000109,060000011,,,,,,,,"Badalian, B. Joseph",Administrator,(714) 966-7200,,33.71258273,-117.9371741,,
186,18059H0012,GARDEN GROVE HOSPITAL MEDICAL CENTER,,DHCS DSH,Unchanged,12601 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,18,059,50230,,,106301283,060000152,060000058,,,,,,,,"Metcalfe, CEO, Kevan",Administrator,(714) 537-5160,,33.774509,-117.914808,,
187,18059H0013,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,,DHCS DSH,Removed,393 S TUSTIN St,ORANGE,CA,92866,18,059,,,,106304159,,060001698,,,,,,,,,,,,33.78330448,-117.8357315,,
188,18059H0030,ORANGE COAST MEMORIAL MEDICAL CENTER,,340B,Unchanged,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708,18,059,50678,DSH050678,DSH,106300225,060000066,060000208,1497702575,,,,,,,Stanley Hill,DIRECTOR OF PHARMACY,(714) 378-7012,,33.70166,-117.9557972,99232,1001
189,18059H0034,ST. JOSEPH HOSPITAL OF ORANGE,,340B,Unchanged,1100 WEST STEWART DRIVE,ORANGE,CA,92868,18,059,50069,DSH050069,DSH,106301340,060000172,060000673,1912982216,,,,,,,Curt Zimmer,Executive Director Finance,(714) 771-8238,,33.78238,-117.865078,,
190,18059H0036,UCI MEDICAL CENTER,County,340B & DHCS DSH,Unchanged,101 THE CITY DR. Rt 32,ORANGE,CA,92868,18,059,50348,DSH050348,DSH,106301279,060000148,060000787,1689608150,UCI MEDICAL CENTER,ACCOUNTS PAYABLE - P O BOX C 11917,,SANTA ANA,CA,92711,"Melanie Joe, Pharm.D.",Chief Pharmacy Officer,(714) 456-5514,,33.788923,-117.890821,76102,2005
191,18059H0038,WESTERN MEDICAL CENTER - SANTA ANA,,DHCS DSH,Unchanged,1001 N TUSTIN Ave,SANTA ANA,CA,92705,18,059,50746,,,106301566,060000188,060000073,,,,,,,,"Richards, Suzanne",Administrator,(714) 835-3555,,33.75282,-117.8342,,
192,18059H0039,WESTERN MEDICAL CENTER HOSPITAL - ANAHEIM,,DHCS DSH,Unchanged,1025 S ANAHEIM BLVD,ANAHEIM,CA,92805,18,059,50744,,,106301188,060000117,060000655,,,,,,,,,,,,33.82030104,-117.9088406,,
216,18059H0040,AHMC Anaheim Regional Medical Center,,DHCS DSH,Added,1111 WEST LA PALMA AVENUE,ANAHEIM,CA,92801,18,059,050226,,,106301098,060000080,060000002,,,,,,,,"Petre, Patrick",Administrator,(714) 774-1450,,33.847134,-117.93399,86601,2000
218,18059H0041,CHOC Children's at Mission Hospital,Pediatric,DHCS DSH,Added,27700 MEDICAL CTR. RD.,MISSION VIEJO,CA,92691,18,059,053306,,,106304113,060000348,060001207,,,,,,,,"Cripe, Kimberly",Administrator,(949) 364-1400,,33.561222,-117.667015,32022,2004
193,19073H0005,GROSSMONT HOSPITAL,,340B & DHCS DSH,Unchanged,5555 GROSSMONT CENTER DRIVE,LA MESA,CA,91942,19,073,50026,DSH050026,DSH,106370714,080000006,080000045,1528041811,,,,,,,Besher Flores,340B Program Specialist,(858) 499-4678,,32.779148,-117.008635,15000,2016
194,19073H0009,PALOMAR MEDICAL CENTER,,340B,Unchanged,2185 Citracado Parkway,ESCONDIDO,CA,92025,19,073,50115,DSH050115,DSH,106374382,,630013873,1457321317,Palomar Health,2227 Enterprise St,,Escondido,CA,92029,Jeremy Lee,"District Director, Pharmacy Services",(760) 739-3935,,33.09244,-117.082421,20307,2019
195,19073H0010,PARADISE VALLEY HOSPITAL,,DHCS DSH,Unchanged,2400 E 4th St,NATIONAL CITY,CA,91950,19,073,50024,,,106370759,090000086,090000338,,,,,,,,,,,,32.68634388,-117.0830738,,
196,19073H0013,PROMISE HOSPITAL OF SAN DIEGO,,DHCS DSH,Unchanged,5550 UNIVERSITY Ave,SAN DIEGO,CA,92105,19,073,,,,106370787,,090000155,,,,,,,,"Mitchell, Bill",Administrator,(619) 582-3800,,32.747792,-117.07622,,
197,19073H0014,RADY CHILDREN'S HOSPITAL-SAN DIEGO,Pediatric,DHCS DSH,Unchanged,3020 CHILDRENS WAY,SAN DIEGO,CA,92123,19,073,53303,PED053303,,106370673,080000028,080000035,1710065933,Rady Children’s Hospital- San Diego ,PO Box 843951,,Los Angeles,CA,90084,David Kaufman,Director Managed Care Contracting,(858) 966-5445,,32.79867154,-117.1507958,,
198,19073H0018,SCRIPPS MERCY HOSPITAL,,340B & DHCS DSH,Unchanged,4077 FIFTH AVENUE,SAN DIEGO,CA,92103,19,073,50077,DSH050077,DSH,106370744,090000074,090000347,1659359446,,,,,,,Sherrie Todd,340b Program Director,(619) 260-7308,,32.75123931,-117.1611045,400,1000
199,19073H0020,SHARP CHULA VISTA MEDICAL CENTER,,340B & DHCS DSH,Unchanged,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,19,073,50222,DSH050222,DSH,106370875,090000008,090000416,,,,,,,,Besher Flores,340B Program Specialist,(858) 499-4678,,32.61898469,-117.0248467,13310,1040
200,19073H0021,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,,DHCS DSH,Unchanged,250 PROSPECT PL,CORONADO,CA,92118,19,073,50234,,,106370689,090000036,090000033,,,,,,,,"Stone, Susan",Administrator,(619) 435-6251,,32.69423367,-117.1679857,,
201,19073H0023,SHARP MEMORIAL HOSPITAL,,340B,Unchanged,7901 FROST STREET,SAN DIEGO,CA,92123,19,073,50100,DSH050100,DSH,106370694,080000039,080000036,1407839921,,,,,,,Besher Flores,340B Program Specialist,(858) 499-4678,,32.800252,-117.154051,8702,1013
202,19073H0024,TRI-CITY MEDICAL CENTER,,340B,Unchanged,4002 VISTA WAY,OCEANSIDE,CA,92056,19,073,50128,DSH050128,DSH,106370780,080000099,080000387,1801861190,,,,,,,Tori Hong,Director of Pharmacy,(760) 940-3018,,33.18399862,-117.2964603,18518,2013
203,19073H0026,UCSD MEDICAL CENTER,County,340B & DHCS DSH,Unchanged,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,19,073,50025,DSH050025,DSH,106370782,090000101,080001621,1598786576,,,,,,,"DANIELLE KULISCHAK, PHARM D",PHARMACY PURCHASING COORDINATOR,(619) 543-6381,,32.75374991,-117.1655259,400,3000
209,19073H0027,POMERADO HOSPITAL,,340B ,Added,15615 POMERADO RD,POWAY,CA,92064,19,073,050636,DSH050636,DSH,106370977,080000127,080000147,1376513754,Palomar Health,2227 Enterprise St,,Escondido,CA,92029,Jeremy Lee,"District Director, Pharmacy Svcs",(760) 739-3935,,32.997364,-117.05789,17054,4000
,"**Note: Effective November 16, 2014, Loma Linda University Childrens Hospital is separately licensed (CA License number 550002873)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
